,rpc,Tfi,m_dot,Tfo,d_nom,porosity,ins,vol,T_o,L
0,0.01602965629511979,472.17593589153023,0.0004478057699761888,1509.4423288201767,0.0020922840088135647,0.41398674051940354,0.18795763397252035,0.005605039411108709,307.46627829517325,0.0355616617096601
1,0.02013543121930765,321.12782680199774,0.0008061488835669128,1237.5547692555492,0.0015801203301069207,0.25957010598029207,0.18900309532267967,0.015893594755856146,319.18367087144907,0.09635539379023053
2,0.005535210778396389,490.5374404964972,0.0008658326163315827,1083.3455570501449,0.00763190251302158,0.2761108639797216,0.1458590871199521,0.0038753863968016425,319.4868875251971,0.04199256461523311
3,0.00788296948394775,411.1871942059718,0.0009612160677334989,1164.6752972103775,0.002760751517518416,0.5435488884348905,0.08465263281811158,0.0020494418985304375,352.45175254164246,0.05151169712940482
4,0.021395749185462457,398.77511803320664,0.0005995390936465354,1273.23285031121,0.001110748619491816,0.6998327911434066,0.1715985090152572,0.0045521443586729856,304.69700502037364,0.031939665328245694
5,0.02271323927791736,331.6428330704569,0.0005646212892811541,1342.24774636473,0.0033174454896861766,0.5323869563629575,0.0903504237261172,0.003189208338533649,361.8754466011495,0.05733424118114468
6,0.01609669288658389,519.658598908293,0.00040212916298202657,1583.0096931839335,0.003639075930071079,0.7330469163554677,0.129879688781477,0.005554228106186689,344.13704649396374,0.06417727220491029
7,0.01808634766243455,486.55043361987566,0.0005307853146896794,1237.1283974124187,0.004280399996933294,0.7727800230542716,0.17198746426449088,0.002998082030860081,300.2794077723736,0.021624685830167727
8,0.0185381586272787,451.96676355387046,0.0006109537661396478,1250.2644985293828,0.002226640394121472,0.29432379339300047,0.0983436094658561,0.001510442376064094,324.7497792510562,0.025660379563507266
9,0.009689455790586738,541.3259849539775,0.0006521518471568407,1452.822045016267,0.0007908373607979945,0.2663237373929232,0.18233922052096008,0.010914067247255584,321.0661178988086,0.0772765186317933
10,0.009583766999336586,597.5852696466276,0.0006379268515333614,1355.816429022125,0.008289895152465514,0.3738749152780068,0.05121190660077489,0.0011021408959768903,466.9709150723583,0.05374165452922972
11,0.010884175710224552,423.0125931242008,0.0009664453259411565,987.3828712970302,0.005193969930829077,0.8373659854617709,0.20206104740698347,0.004951850181254079,299.50395564732645,0.029047583301283816
12,0.005876376658766964,309.7940729169192,0.0002503350519182185,1707.5764771440568,0.002024003280490634,0.22206936928746887,0.24988460983539887,0.009054871116458417,301.8979198005847,0.03790240364550245
13,0.01405287691938226,565.8602515355772,0.0007886518617744673,1353.7033245513967,0.004067313811279063,0.933684729661234,0.1701626989683536,0.011169780284176508,322.94670144609734,0.08525444486381255
14,0.01996572483901709,404.2650710886804,0.00064770648257172,1211.3377002413852,0.003210260397755221,0.8839769886928445,0.1610746075651857,0.003942996404943164,304.3763149112266,0.03105346889977584
