,rpc,Tfi,m_dot,Tfo,d_nom,porosity,ins,vol,T_o,L
0,0.01768719714478734,333.24464109967636,0.0004623336768346984,1369.741794125006,0.00952473581808387,0.29932223513832834,0.2355556930990129,0.008209454454100637,301.39716915046967,0.03499989037894639
1,0.02294815476773789,460.905013955308,0.0007949150066662242,1249.7684314528133,0.007162295536278002,0.4049145058809448,0.1407710208314378,0.009043714867702914,333.76152192911206,0.08528801618703313
2,0.010142773304182236,471.74766468813215,0.000651438709939475,1385.7727926288137,0.004877070889919424,0.9149954501846328,0.23210421246223673,0.017175975124479197,310.7250016426305,0.07949695964577166
3,0.00934482847715387,465.94144583890863,0.00029000618548096185,1692.7891632310589,0.000926919471857576,0.7725353729790656,0.10847646764595847,0.0026611672195266285,348.8166509706585,0.0445953557438131
4,0.011584224565549889,432.1409708400272,0.0005836874765810612,1401.3799346516664,0.006169923655494179,0.8102789013804994,0.11556340680221816,0.00585760349835733,351.65196099814415,0.08611197438396642
5,0.024388049248628193,355.3529610214471,0.00039579252740577775,1423.4042613988468,0.0011320384571355455,0.5100481791166778,0.1357376130556739,0.003427279994407006,319.26115861712645,0.0336239345675477
6,0.01619373235567284,590.1698160606917,0.0004854589123456144,1512.6147879835667,0.007451008699812491,0.27811930121996264,0.09778368267090012,0.004229309427164354,377.0455119570348,0.07499916000348883
7,0.022099200289850896,380.56798854960664,0.000950551253309572,1127.2655130527767,0.0011929366574933895,0.8220701507326951,0.15092150653864347,0.004618931878790614,306.7059550196299,0.03946243515111066
8,0.0194668685453318,407.48989459424416,0.00097901949478541,1145.1555977151652,0.0025647058893051647,0.39677286527079353,0.15829709159132976,0.008444071407202812,317.7947020786486,0.06872388848600132
9,0.020111191666904008,545.9230364097441,0.000351774771966716,1626.718625967589,0.00644211700839576,0.4886265643322502,0.20092056862742153,0.011327754184093677,318.9054450438086,0.06206480545692301
10,0.024471879156541,509.8273572035279,0.00043897608136893133,1548.2429733078495,0.005952759419763601,0.5057841294552065,0.24737103826195847,0.016174748077838547,309.25355579888486,0.06044903000218731
11,0.013218516633308908,437.09736530407366,0.0007675296152923059,1264.4080857126276,0.004765466302656248,0.35658558366686643,0.1438240631681728,0.004731731243734136,320.0893417337704,0.048052361750325685
12,0.02047403599316096,308.7128025096038,0.0006157768172652127,1252.7194425363732,0.009271739634661423,0.6381435171428065,0.11122418355107797,0.0034097877820233086,335.0430650665178,0.04716463853676808
13,0.00523724254076929,368.9875895580239,0.00021172131475435263,1718.4042829389043,0.0010501296327544013,0.8665027112871918,0.09898905918724349,0.0034470872605569343,379.21714120019755,0.07110093177130872
14,0.0231291486372296,343.21293343550013,0.0003185268523794161,1367.3807887355167,0.00807166025177399,0.8803096591559888,0.15747166565850937,0.002963295910150614,304.64191671715173,0.02344011649234687
15,0.015663113968665508,531.8413189077664,0.00038705373218852855,1592.0550218154187,0.006843839666372885,0.3394378407929773,0.1740510451965896,0.010529256227174232,329.780621688281,0.0762065524156477
16,0.013555991990056452,409.5898912008412,0.0003661903110805792,1519.0571340649888,0.007671393636403824,0.6950637295717421,0.22986474750229996,0.008051073856165294,303.12516628335294,0.036932100504513135
17,0.021797371499380835,324.92001536379746,0.0006855003838012179,1277.104959562416,0.004289976255826659,0.26690685500662015,0.06945408272773883,0.0035914024759573205,414.97148870711845,0.09236401685479165
18,0.01796578005784868,349.20235678976,0.000642799470764112,1331.0720677832571,0.001507344245746782,0.6248247154677353,0.18755735767315868,0.015028258485630632,321.26251995045783,0.09405384899505197
19,0.024018260959388568,400.8584550961544,0.0007883238840213361,1257.6441122834726,0.004402863324650441,0.563771284405688,0.23013917656394928,0.019415604273509687,310.6417362494079,0.08222444950885384
20,0.02142124441842613,329.6995204440162,0.0002383622129144216,1600.4165494869478,0.0023322431240524327,0.7798598881823943,0.16479737137169786,0.01267171939538089,341.72167556247257,0.09484838484606259
21,0.008492747214106654,580.687608185384,0.0008709730611688353,1302.6368853005852,0.0070894082373896645,0.6492731814316517,0.22589654608311127,0.017963754835581363,312.99834452941894,0.08835875520950524
22,0.007074050361428131,387.909497644897,0.0003708428116355956,1462.5384436000852,0.005486555746040959,0.2895751384279336,0.2203807717876328,0.006939591961423333,303.65033031016276,0.03607382714543268
23,0.00954502273822836,464.8726452747503,0.0004275064202306088,1527.493268554663,0.008598751907644423,0.6333726889525144,0.16837414682949187,0.008850262069540728,327.4660153089529,0.07191683035659148
24,0.020957197996236084,322.14386939471285,0.0005733737407827101,1251.701802682158,0.005246730274714404,0.882534440728229,0.14652786179531843,0.00396725728271684,310.7334050759356,0.03592585908730772
25,0.01405092445779262,584.3129957568297,0.0008872985933775506,1235.9462674762067,0.007796509822445868,0.7481335653126931,0.053893208354129175,0.0014286467421842346,433.8153714352208,0.05879782222725646
26,0.016737476229450834,567.6994728306656,0.000531145108447974,1455.9522476555496,0.0028468662499160054,0.3755793537633895,0.05022904164335733,0.0014979202908353287,483.82751183778015,0.06304268018792056
27,0.021067581960926725,482.42132837938647,0.0008130019883685469,1230.7345111198235,0.008563910196045297,0.2334054634568568,0.0925997599671416,0.0027896049685685585,352.28242927192656,0.04969837759885912
28,0.01916705082092055,404.92503031025706,0.00044858913411792325,1479.5077847361915,0.005620815894586507,0.25099716072317146,0.1855889124367112,0.015687965794202185,329.30960573444924,0.09885401530076522
29,0.007884482173305493,536.7832616248157,0.0006987263414895855,1312.1265176223433,0.005905222005442818,0.21127583808863307,0.12302198233947605,0.003386380120123088,333.2130038618973,0.04733366626509237
