,rpc,Tfi,m_dot,Tfo,d_nom,porosity,ins,vol,T_o,L
0,0.01776954105827932,489.4900106439028,0.0004678379332573473,1464.6248095925998,0.007254979778649747,0.2546492650149844,0.09240195158918148,0.005004204675879807,392.2149415091228,0.0940055342648672
1,0.01344597958961061,347.0801132930925,0.0008928891095830032,1150.3926484176195,0.008503005157522009,0.312605629810815,0.16064613761202107,0.009996674493220463,322.22462447438653,0.08446754726148897
2,0.0244847097135374,337.3159835679567,0.000595439432060056,1318.3464782967608,0.004563968807774519,0.6313775700878317,0.12484105985371229,0.005041416924770246,332.86046180075715,0.05597017001725643
3,0.01401927140001056,304.58701781460934,0.00020166836507925584,1635.3724117637184,0.004738024701107936,0.2068305567464989,0.056917593296847264,0.0020116541605782854,501.2288611456312,0.07743253791968595
4,0.016736514956633843,355.73989555328137,0.00042319211938704433,1510.354740294368,0.0026147114556087383,0.426745712916806,0.11852237649274285,0.0034776914120834834,338.22828406203666,0.04592278395868898
5,0.02476535909792941,580.4416006016846,0.00032118826132036625,1630.3839894262624,0.0015852727941945088,0.8486730473224275,0.1948465152373536,0.008010292565231841,312.7119045705932,0.04441010836961809
6,0.01853909770646752,393.8132789469975,0.0008114859104303406,1224.6019395003443,0.006308951942524215,0.48222099606551055,0.13342473917172665,0.005723776107576521,327.80642362314035,0.061611036001773485
7,0.011593913597263129,372.8112329964356,0.0004918937258263141,1464.1745487735327,0.007396883009339273,0.704326421805824,0.22007457491706303,0.017145648485701596,316.2357627875257,0.08616806914999123
8,0.0064806142411957856,566.2994513287097,0.0003108753347852913,1682.1696264521668,0.004108276909718386,0.5783977729769174,0.17346072500117454,0.009235135255571094,328.83209063659046,0.07353400057825557
9,0.012064179485657064,495.909609511546,0.0009230027347285264,1190.0892392681023,0.009149628203179912,0.37864699406576086,0.08326766205253987,0.0028518460566411634,372.4321077868751,0.06824608655333488
10,0.01808775416618083,349.1203133115061,0.0003827897181561012,1490.7674601490987,0.005192586804472116,0.3601350007200041,0.2412314030040386,0.008044885870625072,300.50350389384886,0.0328222666059802
11,0.007823482464784393,555.1852139894622,0.0007970538806631326,1268.359338462244,0.0036869020689630255,0.5585947931849539,0.23464316842515812,0.008453174684846356,301.4489084608891,0.03905905321119423
12,0.017325065776960538,441.30735875542587,0.000915792877656417,1140.2329915403852,0.009940863435368064,0.7648198120301484,0.060178388184199606,0.0029612041063352937,419.74223025380127,0.09914674696270226
13,0.019130984995111608,366.1001665202632,0.0005233716996510456,1096.453943550515,0.009475945076174093,0.8875310688501911,0.150161116455181,0.002561550965538681,303.5261620422634,0.022755592251804697
14,0.014547785096548096,407.62164080364926,0.0004848309221466761,1391.6668302700507,0.008110590250432627,0.8715569628147419,0.1033026320947084,0.0026175295851362658,343.64505023892286,0.04384555348718234
15,0.019538596362026924,451.9489666839805,0.0003295058576143008,1568.770966267254,0.003221932233722267,0.5409886775863392,0.20197786058323067,0.017687479854937866,327.3391185752976,0.09652118111029763
16,0.02411138708133162,459.3474683981408,0.0006865755390677729,1330.7806206634611,0.007961708358902872,0.8924823798614056,0.22773999340133344,0.01671895774305184,309.6150432809266,0.07201056889990205
17,0.015196560085762603,429.97398125542486,0.00029199272905915406,1622.2938978822351,0.0018701023975628572,0.9265336635781712,0.13514013141189635,0.007239523861793002,349.37475982760327,0.0794225297672433
